Sample	Seq	Sample_Seq	Resolution	PathName	Path	sample	idx	categ	ours_idx
HG01433	pat-0000789	HG01433_pat-0000789	UNPLACED	pat_unused_utig4-838	utig4-838+	HG01433	319	match	2069
HG01433	pat-0000790	HG01433_pat-0000790	UNPLACED	pat_unused_utig4-839	utig4-839+	HG01433	320	match	1710
HG01530	haplotype1-0000004	HG01530_haplotype1-0000004	SCAFFOLD	haplotype1_from_utig4-1360	utig4-1360+,utig4-1530-,[N62333N:scaffold],utig4-1530+,utig4-1046-	HG01530	321	match	3792
HG01530	haplotype1-0000028	HG01530_haplotype1-0000028	UNPLACED	haplotype1_unused_utig4-1531	utig4-1531+	HG01530	322	match	1361
HG01928	pat-0000542	HG01928_pat-0000542	SCAFFOLD	pat_from_utig4-1526	utig4-1526+	HG01928	323	match	3301
HG01934	haplotype1-0000010	HG01934_haplotype1-0000010	SCAFFOLD	haplotype1_from_utig4-2644	utig4-2644+	HG01934	324	match	1144
HG01943	haplotype1-0000026	HG01943_haplotype1-0000026	SCAFFOLD	haplotype1_from_utig4-7871	utig4-7871-,utig4-7870-,utig4-7143-,utig4-7141+	HG01943	325	match	973
HG01943	haplotype2-0000207	HG01943_haplotype2-0000207	UNPLACED	haplotype2_unused_utig4-7872	utig4-7872+	HG01943	326	match	2407
HG01952	haplotype1-0000014	HG01952_haplotype1-0000014	SCAFFOLD	haplotype1_from_utig4-3348	utig4-3348+	HG01952	327	match	1771
HG02015	haplotype1-0000001	HG02015_haplotype1-0000001	SCAFFOLD	haplotype1_from_utig4-1035	utig4-5673+,[N5000N:ambig_path],utig4-5669+,utig4-5776+,[N5000N:ambig_path],utig4-4714+,utig4-632-,[N100000N:scaffold],utig4-1035+,[N5000N:ambig_path],utig4-4685-,[N27131N:ambig_bubble],utig4-550+,[N78694N:ambig_bubble],utig4-4770+,[N39070N:ambig_bubble],utig4-4997+,[N1000N:ambig_bubble],utig4-5339-,[N7307N:ambig_bubble],utig4-4253+,[N1000N:ambig_bubble],utig4-5342-,[N22049N:ambig_bubble],utig4-4859+,[N1000N:ambig_bubble],utig4-4295+,[N1000N:ambig_bubble],utig4-3545+,[N50670N:ambig_bubble],utig4-4487-,[N35255N:ambig_bubble],utig4-3039-,[N1000N:ambig_bubble],utig4-3948-,[N1000N:ambig_bubble],utig4-3791-,utig4-3792+,utig4-4349-,utig4-4351+,utig4-4432-,utig4-4433+,utig4-4559+	HG02015	328	no-match	-1
HG02015	haplotype1-0000020	HG02015_haplotype1-0000020	UNPLACED	haplotype1_from_utig4-4434	utig4-4968+,utig4-4970+,utig4-4500-,utig4-4497-,utig4-4499+,utig4-4632+,utig4-4352-,utig4-4349-,utig4-4350+,utig4-4432-,utig4-4434+,utig4-4559+	HG02015	329	no-match	-1
HG02015	haplotype1-0000044	HG02015_haplotype1-0000044	UNPLACED	haplotype1_unused_utig4-4454	utig4-4454+	HG02015	330	no-match	-1
HG02015	haplotype1-0000045	HG02015_haplotype1-0000045	UNPLACED	haplotype1_unused_utig4-4455	utig4-4455+	HG02015	331	no-match	-1
HG02015	haplotype1-0000046	HG02015_haplotype1-0000046	UNPLACED	haplotype1_unused_utig4-4458	utig4-4458+	HG02015	332	no-match	-1
HG02015	haplotype1-0000048	HG02015_haplotype1-0000048	UNPLACED	haplotype1_unused_utig4-4535	utig4-4535+	HG02015	333	no-match	-1
HG02015	haplotype1-0000054	HG02015_haplotype1-0000054	UNPLACED	haplotype1_unused_utig4-4577	utig4-4577+	HG02015	334	no-match	-1
HG02015	haplotype1-0000061	HG02015_haplotype1-0000061	UNPLACED	haplotype1_unused_utig4-4636	utig4-4636+	HG02015	335	no-match	-1
HG02015	haplotype1-0000062	HG02015_haplotype1-0000062	UNPLACED	haplotype1_unused_utig4-4673	utig4-4673+	HG02015	336	no-match	-1
HG02015	haplotype1-0000063	HG02015_haplotype1-0000063	UNPLACED	haplotype1_unused_utig4-4687	utig4-4687+	HG02015	337	no-match	-1
HG02015	haplotype1-0000078	HG02015_haplotype1-0000078	UNPLACED	haplotype1_unused_utig4-4842	utig4-4842+	HG02015	338	no-match	-1
HG02015	haplotype1-0000079	HG02015_haplotype1-0000079	UNPLACED	haplotype1_unused_utig4-4856	utig4-4856+	HG02015	339	no-match	-1
HG02015	haplotype1-0000080	HG02015_haplotype1-0000080	UNPLACED	haplotype1_unused_utig4-4919	utig4-4919+	HG02015	340	no-match	-1
HG02015	haplotype1-0000082	HG02015_haplotype1-0000082	UNPLACED	haplotype1_unused_utig4-4953	utig4-4953+	HG02015	341	no-match	-1
HG02015	haplotype1-0000098	HG02015_haplotype1-0000098	UNPLACED	haplotype1_unused_utig4-851	utig4-851+	HG02015	342	no-match	-1
HG02015	haplotype1-0000099	HG02015_haplotype1-0000099	UNPLACED	haplotype1_unused_utig4-855	utig4-855+	HG02015	343	no-match	-1
HG02015	haplotype2-0000114	HG02015_haplotype2-0000114	UNPLACED	haplotype2_from_utig4-320	utig4-5683+,utig4-5777-,utig4-321-,utig4-319+,[N5000N:ambig_path],utig4-320+	HG02015	344	no-match	-1
HG02015	haplotype2-0000121	HG02015_haplotype2-0000121	SCAFFOLD	haplotype2_from_utig4-4633	utig4-4968+,utig4-4970+,utig4-4501-,utig4-4497-,utig4-4498+,utig4-4632+,utig4-4633+	HG02015	345	no-match	-1
HG02015	haplotype2-0000141	HG02015_haplotype2-0000141	UNPLACED	haplotype2_unused_utig4-3042	utig4-3042+	HG02015	346	no-match	-1
HG02015	haplotype2-0000142	HG02015_haplotype2-0000142	UNPLACED	haplotype2_unused_utig4-3043	utig4-3043+	HG02015	347	no-match	-1
HG02015	haplotype2-0000143	HG02015_haplotype2-0000143	UNPLACED	haplotype2_unused_utig4-3548	utig4-3548+	HG02015	348	no-match	-1
HG02015	haplotype2-0000144	HG02015_haplotype2-0000144	UNPLACED	haplotype2_unused_utig4-3549	utig4-3549+	HG02015	349	no-match	-1
HG02015	haplotype2-0000145	HG02015_haplotype2-0000145	UNPLACED	haplotype2_unused_utig4-3793	utig4-3793+	HG02015	350	no-match	-1
HG02015	haplotype2-0000146	HG02015_haplotype2-0000146	UNPLACED	haplotype2_unused_utig4-3794	utig4-3794+	HG02015	351	no-match	-1
HG02015	haplotype2-0000147	HG02015_haplotype2-0000147	UNPLACED	haplotype2_unused_utig4-3795	utig4-3795+	HG02015	352	no-match	-1
HG02015	haplotype2-0000148	HG02015_haplotype2-0000148	UNPLACED	haplotype2_unused_utig4-4254	utig4-4254+	HG02015	353	no-match	-1
HG02015	haplotype2-0000149	HG02015_haplotype2-0000149	UNPLACED	haplotype2_unused_utig4-4255	utig4-4255+	HG02015	354	no-match	-1
HG02015	haplotype2-0000150	HG02015_haplotype2-0000150	UNPLACED	haplotype2_unused_utig4-4256	utig4-4256+	HG02015	355	no-match	-1
HG02015	haplotype2-0000151	HG02015_haplotype2-0000151	UNPLACED	haplotype2_unused_utig4-4257	utig4-4257+	HG02015	356	no-match	-1
HG02015	haplotype2-0000156	HG02015_haplotype2-0000156	UNPLACED	haplotype2_unused_utig4-4454	utig4-4454+	HG02015	357	no-match	-1
HG02015	haplotype2-0000157	HG02015_haplotype2-0000157	UNPLACED	haplotype2_unused_utig4-4455	utig4-4455+	HG02015	358	no-match	-1
HG02015	haplotype2-0000158	HG02015_haplotype2-0000158	UNPLACED	haplotype2_unused_utig4-4459	utig4-4459+	HG02015	359	no-match	-1
HG02015	haplotype2-0000159	HG02015_haplotype2-0000159	UNPLACED	haplotype2_unused_utig4-4488	utig4-4488+	HG02015	360	no-match	-1
HG02015	haplotype2-0000161	HG02015_haplotype2-0000161	UNPLACED	haplotype2_unused_utig4-4535	utig4-4535+	HG02015	361	no-match	-1
HG02015	haplotype2-0000162	HG02015_haplotype2-0000162	UNPLACED	haplotype2_unused_utig4-4577	utig4-4577+	HG02015	362	no-match	-1
HG02015	haplotype2-0000165	HG02015_haplotype2-0000165	UNPLACED	haplotype2_unused_utig4-4636	utig4-4636+	HG02015	363	no-match	-1
HG02015	haplotype2-0000167	HG02015_haplotype2-0000167	UNPLACED	haplotype2_unused_utig4-4673	utig4-4673+	HG02015	364	no-match	-1
HG02015	haplotype2-0000168	HG02015_haplotype2-0000168	UNPLACED	haplotype2_unused_utig4-4687	utig4-4687+	HG02015	365	no-match	-1
HG02015	haplotype2-0000169	HG02015_haplotype2-0000169	UNPLACED	haplotype2_unused_utig4-4715	utig4-4715+	HG02015	366	no-match	-1
HG02015	haplotype2-0000170	HG02015_haplotype2-0000170	UNPLACED	haplotype2_unused_utig4-4716	utig4-4716+	HG02015	367	no-match	-1
HG02015	haplotype2-0000171	HG02015_haplotype2-0000171	UNPLACED	haplotype2_unused_utig4-4717	utig4-4717+	HG02015	368	no-match	-1
HG02015	haplotype2-0000172	HG02015_haplotype2-0000172	UNPLACED	haplotype2_unused_utig4-4771	utig4-4771+	HG02015	369	no-match	-1
HG02015	haplotype2-0000173	HG02015_haplotype2-0000173	UNPLACED	haplotype2_unused_utig4-4772	utig4-4772+	HG02015	370	no-match	-1
HG02015	haplotype2-0000174	HG02015_haplotype2-0000174	UNPLACED	haplotype2_unused_utig4-4773	utig4-4773+	HG02015	371	no-match	-1
HG02015	haplotype2-0000175	HG02015_haplotype2-0000175	UNPLACED	haplotype2_unused_utig4-4774	utig4-4774+	HG02015	372	no-match	-1
HG02015	haplotype2-0000176	HG02015_haplotype2-0000176	UNPLACED	haplotype2_unused_utig4-4842	utig4-4842+	HG02015	373	no-match	-1
HG02015	haplotype2-0000178	HG02015_haplotype2-0000178	UNPLACED	haplotype2_unused_utig4-4856	utig4-4856+	HG02015	374	no-match	-1
HG02015	haplotype2-0000179	HG02015_haplotype2-0000179	UNPLACED	haplotype2_unused_utig4-4860	utig4-4860+	HG02015	375	no-match	-1
HG02015	haplotype2-0000180	HG02015_haplotype2-0000180	UNPLACED	haplotype2_unused_utig4-4861	utig4-4861+	HG02015	376	no-match	-1
HG02015	haplotype2-0000182	HG02015_haplotype2-0000182	UNPLACED	haplotype2_unused_utig4-4919	utig4-4919+	HG02015	377	no-match	-1
HG02015	haplotype2-0000183	HG02015_haplotype2-0000183	UNPLACED	haplotype2_unused_utig4-4953	utig4-4953+	HG02015	378	no-match	-1
HG02015	haplotype2-0000184	HG02015_haplotype2-0000184	UNPLACED	haplotype2_unused_utig4-4998	utig4-4998+	HG02015	379	no-match	-1
HG02015	haplotype2-0000185	HG02015_haplotype2-0000185	UNPLACED	haplotype2_unused_utig4-4999	utig4-4999+	HG02015	380	no-match	-1
HG02015	haplotype2-0000189	HG02015_haplotype2-0000189	UNPLACED	haplotype2_unused_utig4-514	utig4-514+	HG02015	381	no-match	-1
HG02015	haplotype2-0000190	HG02015_haplotype2-0000190	UNPLACED	haplotype2_unused_utig4-515	utig4-515+	HG02015	382	no-match	-1
HG02015	haplotype2-0000191	HG02015_haplotype2-0000191	UNPLACED	haplotype2_unused_utig4-516	utig4-516+	HG02015	383	no-match	-1
HG02015	haplotype2-0000192	HG02015_haplotype2-0000192	UNPLACED	haplotype2_unused_utig4-551	utig4-551+	HG02015	384	no-match	-1
HG02015	haplotype2-0000193	HG02015_haplotype2-0000193	UNPLACED	haplotype2_unused_utig4-552	utig4-552+	HG02015	385	no-match	-1
HG02015	haplotype2-0000194	HG02015_haplotype2-0000194	UNPLACED	haplotype2_unused_utig4-553	utig4-553+	HG02015	386	no-match	-1
HG02015	haplotype2-0000195	HG02015_haplotype2-0000195	UNPLACED	haplotype2_unused_utig4-562	utig4-562+	HG02015	387	no-match	-1
HG02015	haplotype2-0000196	HG02015_haplotype2-0000196	UNPLACED	haplotype2_unused_utig4-563	utig4-563+	HG02015	388	no-match	-1
HG02015	haplotype2-0000197	HG02015_haplotype2-0000197	UNPLACED	haplotype2_unused_utig4-564	utig4-564+	HG02015	389	no-match	-1
HG02015	haplotype2-0000202	HG02015_haplotype2-0000202	UNPLACED	haplotype2_unused_utig4-5765	utig4-5765+	HG02015	390	no-match	-1
HG02015	haplotype2-0000203	HG02015_haplotype2-0000203	UNPLACED	haplotype2_unused_utig4-5774	utig4-5774+	HG02015	391	no-match	-1
HG02015	haplotype2-0000204	HG02015_haplotype2-0000204	UNPLACED	haplotype2_unused_utig4-851	utig4-851+	HG02015	392	no-match	-1
HG02015	haplotype2-0000205	HG02015_haplotype2-0000205	UNPLACED	haplotype2_unused_utig4-854	utig4-854+	HG02015	393	no-match	-1
HG02015	unassigned-0000648	HG02015_unassigned-0000648	UNPLACED	na_unused_utig4-4456	utig4-4456+	HG02015	394	no-match	-1
HG02015	unassigned-0000649	HG02015_unassigned-0000649	UNPLACED	na_unused_utig4-4457	utig4-4457+	HG02015	395	no-match	-1
HG02015	unassigned-0000650	HG02015_unassigned-0000650	UNPLACED	na_unused_utig4-4460	utig4-4460+	HG02015	396	no-match	-1
HG02015	unassigned-0000678	HG02015_unassigned-0000678	UNPLACED	na_unused_utig4-4505	utig4-4505+	HG02015	397	no-match	-1
HG02015	unassigned-0000683	HG02015_unassigned-0000683	UNPLACED	na_unused_utig4-4516	utig4-4516+	HG02015	398	no-match	-1
HG02015	unassigned-0000684	HG02015_unassigned-0000684	UNPLACED	na_unused_utig4-4517	utig4-4517+	HG02015	399	no-match	-1
HG02015	unassigned-0000692	HG02015_unassigned-0000692	UNPLACED	na_unused_utig4-4536	utig4-4536+	HG02015	400	no-match	-1
HG02015	unassigned-0000693	HG02015_unassigned-0000693	UNPLACED	na_unused_utig4-4537	utig4-4537+	HG02015	401	no-match	-1
HG02015	unassigned-0000694	HG02015_unassigned-0000694	UNPLACED	na_unused_utig4-4538	utig4-4538+	HG02015	402	no-match	-1
HG02015	unassigned-0000695	HG02015_unassigned-0000695	UNPLACED	na_unused_utig4-4539	utig4-4539+	HG02015	403	no-match	-1
HG02015	unassigned-0000698	HG02015_unassigned-0000698	UNPLACED	na_unused_utig4-4560	utig4-4560+	HG02015	404	no-match	-1
HG02015	unassigned-0000699	HG02015_unassigned-0000699	UNPLACED	na_unused_utig4-4561	utig4-4561+	HG02015	405	no-match	-1
HG02015	unassigned-0000705	HG02015_unassigned-0000705	UNPLACED	na_unused_utig4-4578	utig4-4578+	HG02015	406	no-match	-1
HG02015	unassigned-0000706	HG02015_unassigned-0000706	UNPLACED	na_unused_utig4-4579	utig4-4579+	HG02015	407	no-match	-1
HG02015	unassigned-0000731	HG02015_unassigned-0000731	UNPLACED	na_unused_utig4-4637	utig4-4637+	HG02015	408	no-match	-1
HG02015	unassigned-0000732	HG02015_unassigned-0000732	UNPLACED	na_unused_utig4-4638	utig4-4638+	HG02015	409	no-match	-1
HG02015	unassigned-0000749	HG02015_unassigned-0000749	UNPLACED	na_unused_utig4-4674	utig4-4674+	HG02015	410	no-match	-1
HG02015	unassigned-0000750	HG02015_unassigned-0000750	UNPLACED	na_unused_utig4-4675	utig4-4675+	HG02015	411	no-match	-1
HG02015	unassigned-0000751	HG02015_unassigned-0000751	UNPLACED	na_unused_utig4-4676	utig4-4676+	HG02015	412	no-match	-1
HG02015	unassigned-0000852	HG02015_unassigned-0000852	UNPLACED	na_unused_utig4-4969	utig4-4969+	HG02015	413	no-match	-1
HG02015	unassigned-0000937	HG02015_unassigned-0000937	UNPLACED_Cmpnt	na_unused_utig4-5111	utig4-5111+	HG02015	414	no-match	-1
HG02015	unassigned-0001230	HG02015_unassigned-0001230	UNPLACED	na_unused_utig4-852	utig4-852+	HG02015	415	no-match	-1
HG02015	unassigned-0001231	HG02015_unassigned-0001231	UNPLACED	na_unused_utig4-853	utig4-853+	HG02015	416	no-match	-1
HG02015	unassigned-0001243	HG02015_unassigned-0001243	UNPLACED	na_unused_utig4-934	utig4-934+	HG02015	417	no-match	-1
HG02015	unassigned-0001244	HG02015_unassigned-0001244	UNPLACED	na_unused_utig4-935	utig4-935+	HG02015	418	no-match	-1
HG02015	unassigned-0001245	HG02015_unassigned-0001245	UNPLACED	na_unused_utig4-936	utig4-936+	HG02015	419	no-match	-1
HG02015	unassigned-0001246	HG02015_unassigned-0001246	UNPLACED	na_unused_utig4-937	utig4-937+	HG02015	420	no-match	-1
HG02015	unassigned-0001247	HG02015_unassigned-0001247	UNPLACED	na_unused_utig4-938	utig4-938+	HG02015	421	no-match	-1
HG02027	pat-0000390	HG02027_pat-0000390	SCAFFOLD	pat_from_utig4-269	utig4-269+,[N5000N:ambig_path],utig4-1969+,utig4-1971+,utig4-3494-,utig4-2633-,utig4-2603-,utig4-2602+	HG02027	422	match	2995
HG02027	pat-0000474	HG02027_pat-0000474	UNPLACED	pat_unused_utig4-1970	utig4-1970+	HG02027	423	match	298
HG02040	haplotype1-0000017	HG02040_haplotype1-0000017	SCAFFOLD	haplotype1_from_utig4-704	utig4-704+,[N100000N:scaffold],utig4-1272+	HG02040	424	match	279
HG02040	haplotype2-0000126	HG02040_haplotype2-0000126	UNPLACED	haplotype2_unused_utig4-1271	utig4-1271+	HG02040	425	match	441
HG02055	pat-0000629	HG02055_pat-0000629	SCAFFOLD	pat_from_utig4-1086	utig4-496+,utig4-1086-,[N19714N:scaffold],utig4-787+	HG02055	426	match	1714
HG02055	pat-0000631	HG02055_pat-0000631	SCAFFOLD	pat_from_utig4-1104	utig4-1104+	HG02055	427	match	3559
HG02055	pat-0000694	HG02055_pat-0000694	UNPLACED	pat_unused_utig4-1087	utig4-1087+	HG02055	428	match	1301
HG02055	pat-0000704	HG02055_pat-0000704	UNPLACED	pat_unused_utig4-1105	utig4-1105+	HG02055	429	match	3762
HG02055	pat-0000875	HG02055_pat-0000875	UNPLACED	pat_unused_utig4-788	utig4-788+	HG02055	430	match	1743
HG02055	pat-0000876	HG02055_pat-0000876	UNPLACED	pat_unused_utig4-789	utig4-789+	HG02055	431	match	278
HG02056	pat-0000451	HG02056_pat-0000451	SCAFFOLD	pat_from_utig4-2551	utig4-2551+,utig4-3011+,utig4-3012+	HG02056	432	match	3587
HG02071	pat-0000661	HG02071_pat-0000661	SCAFFOLD	pat_from_utig4-3	utig4-3+,utig4-2685-,[N5000N:ambig_path],utig4-1671-,utig4-1670+,utig4-1674+	HG02071	433	match	2097
HG02071	pat-0000786	HG02071_pat-0000786	UNPLACED	pat_unused_utig4-2686	utig4-2686+	HG02071	434	match	1898
HG02071	pat-0000787	HG02071_pat-0000787	UNPLACED	pat_unused_utig4-2687	utig4-2687+	HG02071	435	match	404
HG02071	pat-0000788	HG02071_pat-0000788	UNPLACED	pat_unused_utig4-2688	utig4-2688+	HG02071	436	match	456
HG02071	pat-0000945	HG02071_pat-0000945	UNPLACED	pat_unused_utig4-3442	utig4-3442+	HG02071	437	match	1717
HG02071	pat-0000946	HG02071_pat-0000946	UNPLACED	pat_unused_utig4-3443	utig4-3443+	HG02071	438	match	508
HG02071	pat-0000947	HG02071_pat-0000947	UNPLACED	pat_unused_utig4-3444	utig4-3444+	HG02071	439	match	755
HG02071	pat-0000997	HG02071_pat-0000997	UNPLACED	pat_unused_utig4-3819	utig4-3819+	HG02071	440	match	1250
HG02071	pat-0000998	HG02071_pat-0000998	UNPLACED	pat_unused_utig4-3820	utig4-3820+	HG02071	441	match	480
HG02071	pat-0001039	HG02071_pat-0001039	UNPLACED	pat_unused_utig4-680	utig4-680+	HG02071	442	match	169
HG02071	pat-0001040	HG02071_pat-0001040	SCAFFOLD	pat_unused_utig4-681	utig4-681+	HG02071	443	match	240
HG02071	pat-0001041	HG02071_pat-0001041	SCAFFOLD	pat_unused_utig4-682	utig4-682+	HG02071	444	match	1190
HG02071	pat-0001042	HG02071_pat-0001042	UNPLACED	pat_unused_utig4-691	utig4-691+	HG02071	445	match	120
HG02071	pat-0001043	HG02071_pat-0001043	UNPLACED	pat_unused_utig4-692	utig4-692+	HG02071	446	match	151
HG02071	pat-0001045	HG02071_pat-0001045	UNPLACED	pat_unused_utig4-705	utig4-705+	HG02071	447	match	1284
HG02071	pat-0001046	HG02071_pat-0001046	UNPLACED	pat_unused_utig4-706	utig4-706+	HG02071	448	match	1738
HG02074	pat-0000739	HG02074_pat-0000739	SCAFFOLD	pat_from_utig4-3274	utig4-3274+,[N5000N:ambig_path],utig4-4075+,utig4-4077+	HG02074	449	match	215
HG02074	pat-0000818	HG02074_pat-0000818	UNPLACED_Cmpnt	pat_unused_utig4-3152	utig4-3152+	HG02074	450	no-match	-1
HG02074	pat-0001012	HG02074_pat-0001012	UNPLACED	pat_unused_utig4-4076	utig4-4076+	HG02074	451	match	712
HG02083	pat-0000362	HG02083_pat-0000362	SCAFFOLD	pat_from_utig4-1448	utig4-2607+,utig4-1449-,utig4-1446-,[N5000N:ambig_path],utig4-1448+,[N5000N:ambig_path],utig4-2513-,[N1000N:ambig_bubble],utig4-2623+,[N42960N:ambig_bubble],utig4-2535-,[N3521N:ambig_bubble],utig4-2525+,[N1000N:ambig_bubble],utig4-2567-,[N38690N:ambig_bubble],utig4-2546+,utig4-2549+	HG02083	452	match	3198
HG02083	pat-0000391	HG02083_pat-0000391	UNPLACED	pat_unused_utig4-1447	utig4-1447+	HG02083	453	match	1362
HG02083	pat-0000528	HG02083_pat-0000528	UNPLACED	pat_unused_utig4-2514	utig4-2514+	HG02083	454	match	3453
HG02083	pat-0000529	HG02083_pat-0000529	UNPLACED	pat_unused_utig4-2515	utig4-2515+	HG02083	455	match	250
HG02083	pat-0000530	HG02083_pat-0000530	UNPLACED	pat_unused_utig4-2516	utig4-2516+	HG02083	456	match	741
HG02083	pat-0000531	HG02083_pat-0000531	UNPLACED	pat_unused_utig4-2517	utig4-2517+	HG02083	457	match	1329
HG02083	pat-0000532	HG02083_pat-0000532	UNPLACED	pat_unused_utig4-2518	utig4-2518+	HG02083	458	match	2234
HG02083	pat-0000533	HG02083_pat-0000533	UNPLACED	pat_unused_utig4-2519	utig4-2519+	HG02083	459	match	1633
HG02083	pat-0000534	HG02083_pat-0000534	UNPLACED	pat_unused_utig4-2526	utig4-2526+	HG02083	460	match	985
HG02083	pat-0000535	HG02083_pat-0000535	UNPLACED	pat_unused_utig4-2527	utig4-2527+	HG02083	461	match	1337
HG02083	pat-0000536	HG02083_pat-0000536	UNPLACED	pat_unused_utig4-2536	utig4-2536+	HG02083	462	match	504
HG02083	pat-0000537	HG02083_pat-0000537	UNPLACED	pat_unused_utig4-2537	utig4-2537+	HG02083	463	match	350
HG02083	pat-0000539	HG02083_pat-0000539	UNPLACED	pat_unused_utig4-2547	utig4-2547+	HG02083	464	match	1782
HG02083	pat-0000540	HG02083_pat-0000540	UNPLACED	pat_unused_utig4-2548	utig4-2548+	HG02083	465	match	782
HG02129	haplotype1-0000005	HG02129_haplotype1-0000005	SCAFFOLD	haplotype1_from_utig4-1338	utig4-1338+,utig4-938-	HG02129	466	match	1479
HG02129	haplotype1-0000024	HG02129_haplotype1-0000024	UNPLACED	haplotype1_from_utig4-937	utig4-937+	HG02129	467	match	2641
HG02129	haplotype2-0000101	HG02129_haplotype2-0000101	SCAFFOLD	haplotype2_from_utig4-91	utig4-91+	HG02129	468	match	2946
HG02132	haplotype1-0000022	HG02132_haplotype1-0000022	UNPLACED	haplotype1_from_utig4-572	utig4-572+,utig4-1690+,utig4-1691+,utig4-1891+,utig4-1836-,utig4-1834-,utig4-1833+,utig4-1662-,utig4-1661+,[N5000N:ambig_path],utig4-3031-,utig4-2082-,utig4-2080+,[N5000N:ambig_path],utig4-2119+,utig4-2121+,utig4-3074-,[N168490N:ambig_bubble],utig4-3141-,utig4-2895-,utig4-2893+,utig4-2070-,utig4-2068-,utig4-1755-,utig4-1754-,utig4-1721-,utig4-1720+,utig4-14-,utig4-13+,[N372450N:ambig_bubble],utig4-1659-	HG02132	469	match	3686
HG02132	haplotype2-0000156	HG02132_haplotype2-0000156	UNPLACED	haplotype2_from_utig4-2085	utig4-2085+	HG02132	470	match	3701
HG02132	haplotype2-0000165	HG02132_haplotype2-0000165	SCAFFOLD	haplotype2_from_utig4-2883	utig4-2887-,[N359260N:tangle],utig4-2883+,utig4-2987+,[N5000N:ambig_path],utig4-1717+,utig4-1718+,utig4-1720+,utig4-15-,utig4-13+,[N372450N:ambig_bubble],utig4-1659-,utig4-1660+,utig4-1690+,utig4-1692+,utig4-1891+,utig4-1837-,utig4-1835-,utig4-1833+,utig4-1663-,utig4-1661+,[N71612N:ambig_bubble],utig4-2947+,[N7738N:ambig_bubble],utig4-3031-,utig4-2081-,utig4-2080+	HG02132	471	match	2109
HG02132	haplotype2-0000173	HG02132_haplotype2-0000173	SCAFFOLD	haplotype2_from_utig4-620	utig4-620+,utig4-1754+,utig4-1756+,utig4-2068+,utig4-2069+,utig4-2893-,utig4-2894+,utig4-3141+,[N168490N:ambig_bubble],utig4-3074+,utig4-2122-,utig4-2119-	HG02132	472	match	1729
HG02132	haplotype2-0000182	HG02132_haplotype2-0000182	UNPLACED	haplotype2_unused_utig4-16	utig4-16+	HG02132	473	match	3729
HG02132	haplotype2-0000184	HG02132_haplotype2-0000184	UNPLACED	haplotype2_unused_utig4-1715	utig4-1715+	HG02132	474	match	434
HG02132	haplotype2-0000185	HG02132_haplotype2-0000185	UNPLACED	haplotype2_unused_utig4-1716	utig4-3053+,utig4-1716-	HG02132	475	match	1863
HG02132	haplotype2-0000186	HG02132_haplotype2-0000186	UNPLACED	haplotype2_unused_utig4-1719	utig4-1719+	HG02132	476	match	297
HG02132	haplotype2-0000237	HG02132_haplotype2-0000237	UNPLACED	haplotype2_unused_utig4-2005	utig4-2005+	HG02132	477	match	848
HG02132	haplotype2-0000238	HG02132_haplotype2-0000238	UNPLACED	haplotype2_unused_utig4-2006	utig4-2006+	HG02132	478	match	237
HG02132	haplotype2-0000250	HG02132_haplotype2-0000250	UNPLACED	haplotype2_unused_utig4-2120	utig4-2120+	HG02132	479	match	324
HG02132	haplotype2-0000258	HG02132_haplotype2-0000258	UNPLACED	haplotype2_unused_utig4-2161	utig4-2161+	HG02132	480	match	1766
HG02132	haplotype2-0000259	HG02132_haplotype2-0000259	UNPLACED	haplotype2_unused_utig4-2162	utig4-2162+	HG02132	481	match	818
HG02132	haplotype2-0000260	HG02132_haplotype2-0000260	UNPLACED	haplotype2_unused_utig4-2163	utig4-2163+	HG02132	482	match	295
HG02132	haplotype2-0000261	HG02132_haplotype2-0000261	UNPLACED	haplotype2_unused_utig4-2164	utig4-2164+	HG02132	483	match	267
HG02132	haplotype2-0000262	HG02132_haplotype2-0000262	UNPLACED	haplotype2_unused_utig4-2165	utig4-2165+	HG02132	484	match	2260
HG02132	haplotype2-0000263	HG02132_haplotype2-0000263	UNPLACED	haplotype2_unused_utig4-2166	utig4-2166+	HG02132	485	match	421
HG02132	haplotype2-0000264	HG02132_haplotype2-0000264	UNPLACED	haplotype2_unused_utig4-2167	utig4-2167+	HG02132	486	match	2112
HG02132	haplotype2-0000310	HG02132_haplotype2-0000310	UNPLACED	haplotype2_unused_utig4-2878	utig4-2878+	HG02132	487	match	1739
HG02132	haplotype2-0000311	HG02132_haplotype2-0000311	UNPLACED	haplotype2_unused_utig4-2879	utig4-2879+	HG02132	488	match	650
HG02132	haplotype2-0000312	HG02132_haplotype2-0000312	UNPLACED	haplotype2_unused_utig4-2880	utig4-2880+	HG02132	489	match	668
HG02132	haplotype2-0000313	HG02132_haplotype2-0000313	UNPLACED	haplotype2_unused_utig4-2881	utig4-2881+	HG02132	490	match	2464
HG02132	haplotype2-0000314	HG02132_haplotype2-0000314	UNPLACED	haplotype2_unused_utig4-2882	utig4-2882+	HG02132	491	match	789
HG02132	haplotype2-0000315	HG02132_haplotype2-0000315	SCAFFOLD	haplotype2_unused_utig4-2884	utig4-2884+	HG02132	492	match	3057
HG02132	haplotype2-0000316	HG02132_haplotype2-0000316	UNPLACED	haplotype2_unused_utig4-2885	utig4-2885+	HG02132	493	match	110
