sample	alias	old_name	new_name	orient	proc_status
NA18879	NA18879	chrY_haplotype1-0000021	NA18879_chrY	1	auto
NA18879	NA18879	haplotype2-0000089	NA18879_chrY_random0000089	0	auto
NA18952	NA18952	chrY_haplotype1-0000008	NA18952_chrY	-1	auto
NA18952	NA18952	unassigned-0000191	NA18952_chrY_random0000191	0	auto
NA18971	NA18971	haplotype1-0000013	NA18971_chrY	1	manual
NA18971	NA18971	haplotype2-0000181	NA18971_chrY_random0000181	0	manual
NA18974	NA18974	haplotype1-0000003	NA18974_chrY	-1	manual
NA18974	NA18974	haplotype2-0000117	NA18974_chrY_random0000117	0	auto
NA18974	NA18974	haplotype2-0000118	NA18974_chrY_random0000118	0	auto
NA18974	NA18974	haplotype2-0000119	NA18974_chrY_random0000119	0	auto
NA18974	NA18974	haplotype2-0000120	NA18974_chrY_random0000120	0	auto
NA18974	NA18974	haplotype2-0000123	NA18974_chrY_random0000123	0	auto
NA18974	NA18974	haplotype2-0000124	NA18974_chrY_random0000124	0	auto
NA18974	NA18974	haplotype2-0000125	NA18974_chrY_random0000125	0	auto
NA18974	NA18974	haplotype2-0000126	NA18974_chrY_random0000126	0	auto
NA18974	NA18974	haplotype2-0000132	NA18974_chrY_random0000132	0	auto
NA18974	NA18974	haplotype2-0000133	NA18974_chrY_random0000133	0	auto
NA18983	NA18983	chrY_haplotype1-0000006	NA18983_chrY	1	auto
NA19043	NA19043	chrY_haplotype1-0000017	NA19043_chrY	1	auto
NA19043	NA19043	haplotype2-0000144	NA19043_chrY_random0000144	0	auto
NA19443	NA19443	chrY_haplotype1-0000025	NA19443_chrY	1	auto
NA19443	NA19443	chrY_haplotype2-0000191	NA19443_chrY	1	auto
NA19443	NA19443	haplotype2-0000225	NA19443_chrY_random0000225	0	auto
NA19443	NA19443	haplotype2-0000226	NA19443_chrY_random0000226	0	auto
NA19443	NA19443	haplotype2-0000271	NA19443_chrY_random0000271	0	auto
NA19443	NA19443	unassigned-0000305	NA19443_chrY_random0000305	0	auto
NA19443	NA19443	unassigned-0000306	NA19443_chrY_random0000306	0	auto
NA19682	NA19682	chrY_haplotype1-0000008	NA19682_chrY	-1	auto
NA19700	NA19700	chrY_haplotype1-0000009	NA19700_chrY	1	auto
NA19700	NA19700	haplotype2-0000217	NA19700_chrY_random0000217	0	auto
NA19700	NA19700	haplotype2-0000218	NA19700_chrY_random0000218	0	auto
NA19700	NA19700	haplotype2-0000219	NA19700_chrY_random0000219	0	auto
NA20346	NA20346	chrY_haplotype1-0000017	NA20346_chrY	1	auto
NA20346	NA20346	haplotype2-0000177	NA20346_chrY_random0000177	0	auto
NA20346	NA20346	haplotype2-0000178	NA20346_chrY_random0000178	0	auto
NA20346	NA20346	haplotype2-0000179	NA20346_chrY_random0000179	0	auto
NA20346	NA20346	haplotype2-0000180	NA20346_chrY_random0000180	0	auto
NA20346	NA20346	haplotype2-0000182	NA20346_chrY_random0000182	0	auto
NA20346	NA20346	haplotype2-0000183	NA20346_chrY_random0000183	0	auto
NA20346	NA20346	haplotype2-0000184	NA20346_chrY_random0000184	0	auto
NA20346	NA20346	haplotype2-0000185	NA20346_chrY_random0000185	0	auto
NA20752	NA20752	chrY_haplotype1-0000011	NA20752_chrY	-1	auto
NA20805	NA20805	chrY_haplotype1-0000003	NA20805_chrY	1	auto
NA20805	NA20805	haplotype1-0000009	NA20805_chrY_random0000009	0	auto
NA20805	NA20805	haplotype1-0000028	NA20805_chrY_random0000028	0	auto
NA20805	NA20805	haplotype1-0000029	NA20805_chrY_random0000029	0	auto
NA20805	NA20805	haplotype1-0000030	NA20805_chrY_random0000030	0	auto
NA20805	NA20805	haplotype1-0000031	NA20805_chrY_random0000031	0	auto
NA20805	NA20805	haplotype1-0000032	NA20805_chrY_random0000032	0	auto
NA20805	NA20805	haplotype1-0000034	NA20805_chrY_random0000034	0	auto
NA20805	NA20805	haplotype1-0000035	NA20805_chrY_random0000035	0	auto
NA20809	NA20809	chrY_haplotype1-0000030	NA20809_chrY	1	auto
NA20809	NA20809	chrY_haplotype2-0000094	NA20809_chrY	1	auto
NA20809	NA20809	haplotype2-0000126	NA20809_chrY_random0000126	0	auto
NA20809	NA20809	unassigned-0000143	NA20809_chrY_random0000143	0	auto
NA20809	NA20809	unassigned-0000144	NA20809_chrY_random0000144	0	auto
NA20809	NA20809	unassigned-0000145	NA20809_chrY_random0000145	0	auto
NA20809	NA20809	unassigned-0000146	NA20809_chrY_random0000146	0	auto
NA20809	NA20809	unassigned-0000258	NA20809_chrY_random0000258	0	auto
NA20809	NA20809	unassigned-0000259	NA20809_chrY_random0000259	0	auto
NA20809	NA20809	unassigned-0000260	NA20809_chrY_random0000260	0	auto
NA20809	NA20809	unassigned-0000261	NA20809_chrY_random0000261	0	auto
NA20809	NA20809	unassigned-0000445	NA20809_chrY_random0000445	0	auto
NA20850	NA20850	chrY_haplotype1-0000018	NA20850_chrY	1	auto
NA20870	NA20870	chrY_haplotype1-0000014	NA20870_chrY	-1	auto
NA20905	NA20905	chrY_haplotype1-0000006	NA20905_chrY	1	auto
NA20905	NA20905	haplotype1-0000046	NA20905_chrY_random0000046	0	auto
NA21093	NA21093	chrY_haplotype1-0000021	NA21093_chrY	1	auto
NA21093	NA21093	haplotype1-0000020	NA21093_chrY_random0000020	0	auto
NA21093	NA21093	haplotype2-0000199	NA21093_chrY_random0000199	0	auto
NA21093	NA21093	haplotype2-0000200	NA21093_chrY_random0000200	0	auto
NA21093	NA21093	haplotype2-0000201	NA21093_chrY_random0000201	0	auto
NA21093	NA21093	haplotype2-0000202	NA21093_chrY_random0000202	0	auto
NA21093	NA21093	haplotype2-0000203	NA21093_chrY_random0000203	0	auto
