sample	alias	old_name	new_name	orient	proc_status	idx	categ	ours_idx
HG03710	HG03710	haplotype2-0000101	HG03710_chrY_random0000101	0	auto	627	match	1848
HG03710	HG03710	haplotype2-0000102	HG03710_chrY_random0000102	0	auto	628	match	2044
HG03710	HG03710	haplotype2-0000103	HG03710_chrY_random0000103	0	auto	629	match	2177
HG03710	HG03710	haplotype2-0000104	HG03710_chrY_random0000104	0	auto	630	match	2576
HG03742	HG03742	chrY_haplotype1-0000022	HG03742_chrY	1	auto	631	match	3426
HG03742	HG03742	haplotype2-0000092	HG03742_chrY_random0000092	0	auto	632	match	91
HG03742	HG03742	haplotype2-0000093	HG03742_chrY_random0000093	0	auto	633	match	3083
HG03742	HG03742	haplotype2-0000108	HG03742_chrY_random0000108	0	auto	634	match	1036
HG03742	HG03742	haplotype2-0000109	HG03742_chrY_random0000109	0	auto	635	match	103
HG03742	HG03742	haplotype2-0000115	HG03742_chrY_random0000115	0	auto	636	match	882
HG03742	HG03742	haplotype2-0000116	HG03742_chrY_random0000116	0	auto	637	match	2569
HG03742	HG03742	haplotype2-0000117	HG03742_chrY_random0000117	0	auto	638	match	1510
HG03742	HG03742	haplotype2-0000122	HG03742_chrY_random0000122	0	auto	639	match	1861
HG03742	HG03742	haplotype2-0000142	HG03742_chrY_random0000142	0	auto	640	match	1195
HG03742	HG03742	haplotype2-0000143	HG03742_chrY_random0000143	0	auto	641	match	1818
HG03742	HG03742	haplotype2-0000144	HG03742_chrY_random0000144	0	auto	642	match	3362
HG03742	HG03742	haplotype2-0000146	HG03742_chrY_random0000146	0	auto	643	match	192
HG03742	HG03742	haplotype2-0000147	HG03742_chrY_random0000147	0	auto	644	match	3302
HG03742	HG03742	haplotype2-0000148	HG03742_chrY_random0000148	0	auto	645	match	373
HG03942	HG03942	chrY_pat-0000811	HG03942_chrY	-1	auto	646	match	1977
HG03942	HG03942	chrY_pat-0000813	HG03942_chrY	1	auto	647	match	2237
HG03942	HG03942	pat-0000808	HG03942_chrY_random0000808	0	auto	648	match	1770
HG03942	HG03942	pat-0000809	HG03942_chrY_random0000809	0	auto	649	match	3822
HG03942	HG03942	pat-0000810	HG03942_chrY_random0000810	0	auto	650	match	2023
HG03942	HG03942	pat-0000909	HG03942_chrY_random0000909	0	auto	651	match	121
HG04115	HG04115	chrY_pat-0001036	HG04115_chrY	1	auto	652	match	232
HG04115	HG04115	pat-0001064	HG04115_chrY_random0001064	0	auto	653	match	1700
HG04115	HG04115	pat-0001065	HG04115_chrY_random0001065	0	auto	654	match	585
HG04115	HG04115	pat-0001066	HG04115_chrY_random0001066	0	auto	655	match	1762
HG04115	HG04115	pat-0001067	HG04115_chrY_random0001067	0	auto	656	match	2183
HG04115	HG04115	pat-0001069	HG04115_chrY_random0001069	0	auto	657	match	1293
HG04115	HG04115	pat-0001070	HG04115_chrY_random0001070	0	auto	658	match	2191
HG04115	HG04115	pat-0001103	HG04115_chrY_random0001103	0	auto	659	match	1159
HG04115	HG04115	pat-0001133	HG04115_chrY_random0001133	0	auto	660	match	1096
HG04115	HG04115	pat-0001134	HG04115_chrY_random0001134	0	auto	661	match	1303
HG04115	HG04115	pat-0001147	HG04115_chrY_random0001147	0	auto	662	match	100
HG04115	HG04115	pat-0001148	HG04115_chrY_random0001148	0	auto	663	match	1330
HG04115	HG04115	pat-0001149	HG04115_chrY_random0001149	0	auto	664	match	954
HG04115	HG04115	pat-0001150	HG04115_chrY_random0001150	0	auto	665	match	145
HG04115	HG04115	pat-0001152	HG04115_chrY_random0001152	0	auto	666	match	1048
HG04115	HG04115	pat-0001157	HG04115_chrY_random0001157	0	auto	667	match	412
HG04115	HG04115	pat-0001206	HG04115_chrY_random0001206	0	auto	668	match	1192
HG04115	HG04115	pat-0001207	HG04115_chrY_random0001207	0	auto	669	match	572
HG04115	HG04115	pat-0001208	HG04115_chrY_random0001208	0	auto	670	match	66
HG04115	HG04115	pat-0001209	HG04115_chrY_random0001209	0	auto	671	match	320
HG04115	HG04115	pat-0001210	HG04115_chrY_random0001210	0	auto	672	match	1768
HG04115	HG04115	pat-0001211	HG04115_chrY_random0001211	0	auto	673	match	1943
HG04115	HG04115	pat-0001217	HG04115_chrY_random0001217	0	auto	674	match	1
HG04115	HG04115	pat-0001219	HG04115_chrY_random0001219	0	auto	675	match	2602
HG04115	HG04115	pat-0001221	HG04115_chrY_random0001221	0	auto	676	match	1913
HG04115	HG04115	pat-0001222	HG04115_chrY_random0001222	0	auto	677	match	1482
HG04115	HG04115	pat-0001224	HG04115_chrY_random0001224	0	auto	678	match	287
HG04157	HG04157	chrY_haplotype1-0000029	HG04157_chrY	1	auto	679	match	1539
HG04157	HG04157	chrY_haplotype1-0000023	HG04157_chrY	1	auto	680	match	1687
HG04157	HG04157	chrY_haplotype2-0000084	HG04157_chrY	1	auto	681	match	1874
HG04157	HG04157	haplotype2-0000083	HG04157_chrY_random0000083	0	auto	682	match	181
HG04157	HG04157	haplotype2-0000143	HG04157_chrY_random0000143	0	auto	683	match	2921
HG04157	HG04157	haplotype2-0000150	HG04157_chrY_random0000150	0	auto	684	match	367
HG04157	HG04157	haplotype2-0000167	HG04157_chrY_random0000167	0	auto	685	match	775
HG04157	HG04157	haplotype2-0000168	HG04157_chrY_random0000168	0	auto	686	match	189
HG04157	HG04157	unassigned-0000769	HG04157_chrY_random0000769	0	auto	687	match	2285
HG04157	HG04157	unassigned-0000801	HG04157_chrY_random0000801	0	auto	688	match	3535
HG04157	HG04157	unassigned-0000802	HG04157_chrY_random0000802	0	auto	689	match	1050
HG04157	HG04157	unassigned-0000821	HG04157_chrY_random0000821	0	auto	690	match	3479
HG04157	HG04157	unassigned-0000822	HG04157_chrY_random0000822	0	auto	691	match	1456
HG04160	HG04160	chrY_haplotype1-0000022	HG04160_chrY	1	auto	692	match	3760
HG04160	HG04160	haplotype1-0000015	HG04160_chrY_random0000015	0	auto	693	match	3087
HG04160	HG04160	haplotype2-0000188	HG04160_chrY_random0000188	0	auto	694	match	2231
HG04199	HG04199	chrY_haplotype1-0000001	HG04199_chrY	1	auto	701	match	288
HG04199	HG04199	haplotype2-0000138	HG04199_chrY_random0000138	0	auto	702	match	1411
HG04199	HG04199	haplotype2-0000139	HG04199_chrY_random0000139	0	auto	703	match	603
HG04199	HG04199	haplotype2-0000140	HG04199_chrY_random0000140	0	auto	704	match	1117
HG04204	HG04204	chrY_haplotype1-0000022	HG04204_chrY	1	auto	705	match	2686
HG04204	HG04204	haplotype1-0000146	HG04204_chrY_random0000146	0	auto	706	match	1137
HG04204	HG04204	haplotype1-0000147	HG04204_chrY_random0000147	0	auto	707	match	696
HG04204	HG04204	haplotype1-0000148	HG04204_chrY_random0000148	0	auto	708	match	23
HG04228	HG04228	chrY_haplotype1-0000011	HG04228_chrY	1	auto	709	match	3907
NA18522	NA18522	chrY_haplotype1-0000020	NA18522_chrY	1	auto	710	match	3277
NA18612	NA18612	chrY_haplotype2-0000088	NA18612_chrY	-1	auto	712	match	1006
NA18612	NA18612	chrY_haplotype1-0000005	NA18612_chrY	1	auto	713	match	1636
NA18612	NA18612	haplotype2-0000257	NA18612_chrY_random0000257	0	auto	714	match	1256
NA18612	NA18612	haplotype2-0000259	NA18612_chrY_random0000259	0	auto	715	match	55
NA18612	NA18612	haplotype2-0000260	NA18612_chrY_random0000260	0	auto	716	match	2882
NA18612	NA18612	haplotype2-0000276	NA18612_chrY_random0000276	0	auto	717	match	2354
NA18612	NA18612	haplotype2-0000278	NA18612_chrY_random0000278	0	auto	718	match	362
NA18620	NA18620	chrY_haplotype1-0000001	NA18620_chrY	1	auto	719	match	874
NA18620	NA18620	chrY_unassigned-0000173	NA18620_chrY	1	auto	720	match	15
NA18620	NA18620	haplotype1-0000007	NA18620_chrY_random0000007	0	auto	721	match	1054
NA18620	NA18620	haplotype1-0000008	NA18620_chrY_random0000008	0	auto	722	match	1249
NA18620	NA18620	haplotype1-0000010	NA18620_chrY_random0000010	0	auto	723	match	1292
NA18620	NA18620	haplotype1-0000033	NA18620_chrY_random0000033	0	auto	724	match	532
NA18620	NA18620	haplotype2-0000053	NA18620_chrY_random0000053	0	auto	725	match	1915
NA18620	NA18620	haplotype2-0000054	NA18620_chrY_random0000054	0	auto	726	match	858
NA18620	NA18620	haplotype2-0000055	NA18620_chrY_random0000055	0	auto	727	match	3648
NA18620	NA18620	unassigned-0000174	NA18620_chrY_random0000174	0	auto	728	match	3022
NA18620	NA18620	unassigned-0000175	NA18620_chrY_random0000175	0	auto	729	match	242
NA18620	NA18620	unassigned-0000278	NA18620_chrY_random0000278	0	auto	730	match	3856
NA18620	NA18620	unassigned-0000280	NA18620_chrY_random0000280	0	auto	731	match	844
NA18620	NA18620	unassigned-0000544	NA18620_chrY_random0000544	0	auto	732	match	1396
NA18620	NA18620	unassigned-0000754	NA18620_chrY_random0000754	0	auto	733	match	401
NA18620	NA18620	unassigned-0000778	NA18620_chrY_random0000778	0	auto	734	match	2283
NA18620	NA18620	unassigned-0000779	NA18620_chrY_random0000779	0	auto	735	match	221
NA18620	NA18620	unassigned-0000780	NA18620_chrY_random0000780	0	auto	736	match	2244
NA18620	NA18620	unassigned-0000781	NA18620_chrY_random0000781	0	auto	737	match	645
NA18747	NA18747	chrY_haplotype1-0000010	NA18747_chrY	1	auto	738	match	3297
NA18879	NA18879	chrY_haplotype1-0000021	NA18879_chrY	1	auto	739	match	1623
NA18879	NA18879	haplotype2-0000089	NA18879_chrY_random0000089	0	auto	740	match	2979
NA18952	NA18952	chrY_haplotype1-0000008	NA18952_chrY	-1	auto	741	match	522
NA18952	NA18952	unassigned-0000191	NA18952_chrY_random0000191	0	auto	742	match	1668
NA18974	NA18974	haplotype2-0000117	NA18974_chrY_random0000117	0	auto	746	no-match	-1
NA18974	NA18974	haplotype2-0000118	NA18974_chrY_random0000118	0	auto	747	no-match	-1
NA18974	NA18974	haplotype2-0000119	NA18974_chrY_random0000119	0	auto	748	no-match	-1
NA18974	NA18974	haplotype2-0000120	NA18974_chrY_random0000120	0	auto	749	no-match	-1
NA18974	NA18974	haplotype2-0000123	NA18974_chrY_random0000123	0	auto	750	no-match	-1
NA18974	NA18974	haplotype2-0000124	NA18974_chrY_random0000124	0	auto	751	no-match	-1
NA18974	NA18974	haplotype2-0000125	NA18974_chrY_random0000125	0	auto	752	no-match	-1
NA18974	NA18974	haplotype2-0000126	NA18974_chrY_random0000126	0	auto	753	no-match	-1
NA18974	NA18974	haplotype2-0000132	NA18974_chrY_random0000132	0	auto	754	no-match	-1
NA18974	NA18974	haplotype2-0000133	NA18974_chrY_random0000133	0	auto	755	no-match	-1
NA18983	NA18983	chrY_haplotype1-0000006	NA18983_chrY	1	auto	756	match	1759
NA19043	NA19043	chrY_haplotype1-0000017	NA19043_chrY	1	auto	757	match	18
NA19043	NA19043	haplotype2-0000144	NA19043_chrY_random0000144	0	auto	758	match	3011
NA19443	NA19443	chrY_haplotype1-0000025	NA19443_chrY	1	auto	759	match	533
NA19443	NA19443	chrY_haplotype2-0000191	NA19443_chrY	1	auto	760	match	224
NA19443	NA19443	haplotype2-0000225	NA19443_chrY_random0000225	0	auto	761	match	49
NA19443	NA19443	haplotype2-0000226	NA19443_chrY_random0000226	0	auto	762	match	1237
NA19443	NA19443	haplotype2-0000271	NA19443_chrY_random0000271	0	auto	763	match	2228
NA19443	NA19443	unassigned-0000305	NA19443_chrY_random0000305	0	auto	764	match	2845
NA19443	NA19443	unassigned-0000306	NA19443_chrY_random0000306	0	auto	765	match	921
NA19682	NA19682	chrY_haplotype1-0000008	NA19682_chrY	-1	auto	766	match	1643
NA19700	NA19700	chrY_haplotype1-0000009	NA19700_chrY	1	auto	767	match	3704
NA19700	NA19700	haplotype2-0000217	NA19700_chrY_random0000217	0	auto	768	match	1723
NA19700	NA19700	haplotype2-0000218	NA19700_chrY_random0000218	0	auto	769	match	1746
NA19700	NA19700	haplotype2-0000219	NA19700_chrY_random0000219	0	auto	770	match	2929
NA20346	NA20346	chrY_haplotype1-0000017	NA20346_chrY	1	auto	771	match	2437
NA20346	NA20346	haplotype2-0000177	NA20346_chrY_random0000177	0	auto	772	match	819
NA20346	NA20346	haplotype2-0000178	NA20346_chrY_random0000178	0	auto	773	match	2701
NA20346	NA20346	haplotype2-0000179	NA20346_chrY_random0000179	0	auto	774	match	1930
NA20346	NA20346	haplotype2-0000180	NA20346_chrY_random0000180	0	auto	775	match	3160
NA20346	NA20346	haplotype2-0000182	NA20346_chrY_random0000182	0	auto	776	match	1610
NA20346	NA20346	haplotype2-0000183	NA20346_chrY_random0000183	0	auto	777	match	321
NA20346	NA20346	haplotype2-0000184	NA20346_chrY_random0000184	0	auto	778	match	1149
NA20346	NA20346	haplotype2-0000185	NA20346_chrY_random0000185	0	auto	779	match	355
NA20752	NA20752	chrY_haplotype1-0000011	NA20752_chrY	-1	auto	780	match	2695
NA20805	NA20805	chrY_haplotype1-0000003	NA20805_chrY	1	auto	781	match	3242
NA20805	NA20805	haplotype1-0000009	NA20805_chrY_random0000009	0	auto	782	match	3323
NA20805	NA20805	haplotype1-0000028	NA20805_chrY_random0000028	0	auto	783	match	597
NA20805	NA20805	haplotype1-0000029	NA20805_chrY_random0000029	0	auto	784	match	2889
NA20805	NA20805	haplotype1-0000030	NA20805_chrY_random0000030	0	auto	785	match	3347
NA20805	NA20805	haplotype1-0000031	NA20805_chrY_random0000031	0	auto	786	match	1488
NA20805	NA20805	haplotype1-0000032	NA20805_chrY_random0000032	0	auto	787	match	1356
NA20805	NA20805	haplotype1-0000034	NA20805_chrY_random0000034	0	auto	788	match	582
NA20805	NA20805	haplotype1-0000035	NA20805_chrY_random0000035	0	auto	789	match	2843
NA20809	NA20809	chrY_haplotype1-0000030	NA20809_chrY	1	auto	790	match	3346
NA20809	NA20809	chrY_haplotype2-0000094	NA20809_chrY	1	auto	791	match	72
NA20809	NA20809	haplotype2-0000126	NA20809_chrY_random0000126	0	auto	792	match	2774
NA20809	NA20809	unassigned-0000143	NA20809_chrY_random0000143	0	auto	793	match	1580
NA20809	NA20809	unassigned-0000144	NA20809_chrY_random0000144	0	auto	794	match	2742
NA20809	NA20809	unassigned-0000145	NA20809_chrY_random0000145	0	auto	795	match	1309
NA20809	NA20809	unassigned-0000146	NA20809_chrY_random0000146	0	auto	796	match	1191
NA20809	NA20809	unassigned-0000258	NA20809_chrY_random0000258	0	auto	797	match	3272
NA20809	NA20809	unassigned-0000259	NA20809_chrY_random0000259	0	auto	798	match	2133
NA20809	NA20809	unassigned-0000260	NA20809_chrY_random0000260	0	auto	799	match	1222
NA20809	NA20809	unassigned-0000261	NA20809_chrY_random0000261	0	auto	800	match	3474
NA20809	NA20809	unassigned-0000445	NA20809_chrY_random0000445	0	auto	801	match	2991
NA20850	NA20850	chrY_haplotype1-0000018	NA20850_chrY	1	auto	802	match	988
NA20870	NA20870	chrY_haplotype1-0000014	NA20870_chrY	-1	auto	803	match	695
NA20905	NA20905	chrY_haplotype1-0000006	NA20905_chrY	1	auto	804	match	2107
NA20905	NA20905	haplotype1-0000046	NA20905_chrY_random0000046	0	auto	805	match	349
NA21093	NA21093	chrY_haplotype1-0000021	NA21093_chrY	1	auto	806	match	3405
NA21093	NA21093	haplotype1-0000020	NA21093_chrY_random0000020	0	auto	807	match	2094
NA21093	NA21093	haplotype2-0000199	NA21093_chrY_random0000199	0	auto	808	match	62
NA21093	NA21093	haplotype2-0000200	NA21093_chrY_random0000200	0	auto	809	match	126
NA21093	NA21093	haplotype2-0000201	NA21093_chrY_random0000201	0	auto	810	match	1335
NA21093	NA21093	haplotype2-0000202	NA21093_chrY_random0000202	0	auto	811	match	160
NA21093	NA21093	haplotype2-0000203	NA21093_chrY_random0000203	0	auto	812	match	701
